Dataset Index,Dataset,Dataset Version,Model,Feature Engineering Description,Hyperparameter Description,Avg f1_macro,Std dev between folds,Train-Test Gap,# Columns,Model Complexity,Fit Time
74,blood-transfusion-service-center,1,kNN,Arithmetic-based Features,,0.4985718027498661,0.07643011565216014,0.2234880544223824,4,0,0.04229116439819336
75,diabetes,1,kNN,Original Features,,0.6833602693423673,0.032873493253590895,0.08522766607227694,8,0,0.023137617111206054
75,diabetes,1,kNN,Arithmetic-based Features,,0.7036768516783146,0.03367218198089823,0.0805964533572241,8,0,0.07380208969116211
76,PizzaCutter3,1,kNN,Original Features,,0.5048658399976688,0.0371510864288137,0.12416888609666799,37,0,0.01835289001464844
76,PizzaCutter3,1,kNN,Arithmetic-based Features,,0.49367997859730933,0.021799836810145756,0.11752282698233768,37,0,39.337759828567506
77,wine-quality-white,1,kNN,Original Features,,0.1717784679161612,0.009596880770886268,0.23995086336220334,11,0,0.03809800148010254
77,wine-quality-white,1,kNN,Arithmetic-based Features,,0.20608430513876383,0.0341276364037835,0.22641873245279634,11,0,2.212878131866455
78,fri_c2_500_25,2,kNN,Original Features,,0.6446913227360622,0.05380679398852949,0.11121247671698142,25,0,0.010573244094848633
78,fri_c2_500_25,2,kNN,Arithmetic-based Features,,0.50724110654572,0.0494019031576949,0.19140197506351098,25,0,5.5880499362945555
79,autoUniv-au7-1100,1,kNN,Original Features,,0.2610241534891992,0.01791643366498668,0.23197595770743112,22,0,0.014758491516113281
79,autoUniv-au7-1100,1,kNN,Arithmetic-based Features,,0.25231217334853906,0.020720431913357318,0.23280562977475733,22,0,0.1238713264465332
80,breast-w,1,kNN,Original Features,,0.9602401304675562,0.03465016996651149,0.015800714856657017,9,0,0.025926971435546876
80,breast-w,1,kNN,Arithmetic-based Features,,0.9533472925451036,0.04219711711903308,0.01936424804976833,9,0,0.12706389427185058
81,PieChart1,1,kNN,Original Features,,0.47344820867721904,0.005104312733288666,0.051797176409000056,37,0,0.020946741104125977
81,PieChart1,1,kNN,Arithmetic-based Features,,0.4734687868683469,0.003535020816770276,0.047697255922427795,37,0,32.45255794525146
82,Titanic,1,kNN,Original Features,,0.6725914171414231,0.028335482533844828,0.12260526499271318,12,0,0.01475973129272461
82,Titanic,1,kNN,Arithmetic-based Features,,0.6634245268881838,0.04094765698988186,0.12154509380245726,12,0,0.04189138412475586
83,PieChart2,1,kNN,Original Features,,0.49457165917214335,0.0007683019223970118,8.742876977385627e-07,36,0,0.014361429214477538
83,PieChart2,1,kNN,Arithmetic-based Features,,0.49457165917214335,0.0007683019223970118,8.742876977385627e-07,36,0,28.78445463180542
84,colleges_usnews,2,kNN,Original Features,,0.6844927423237638,0.028050784639259772,0.10835652813829955,32,0,0.015756845474243164
84,colleges_usnews,2,kNN,Arithmetic-based Features,,0.6851449491520023,0.02324702171809926,0.11315917186606539,32,0,30.066454076766966
85,stock,2,kNN,Original Features,,0.7410380926914852,0.2625069949312596,0.23578874413357875,9,0,0.012166976928710938
85,stock,2,kNN,Arithmetic-based Features,,0.7301718098464528,0.265941355304073,0.23954326622297462,9,0,0.0847743034362793
86,fri_c0_500_10,2,kNN,Original Features,,0.7929379936876595,0.05107526196492223,0.08121825101411095,10,0,0.024732637405395507
86,fri_c0_500_10,2,kNN,Arithmetic-based Features,,0.6322874116557108,0.04468144295790329,0.15788861792102538,10,0,0.08656892776489258
87,pollen,2,kNN,Original Features,,0.5102112608759487,0.009831996490809748,0.17611818686029435,5,0,0.017751312255859374
87,pollen,2,kNN,Arithmetic-based Features,,0.5099248019620326,0.013979564763734713,0.17633743385565492,5,0,0.07579660415649414
88,fri_c1_500_5,2,kNN,Original Features,,0.8447051870158668,0.040674581974947034,0.05325809781544977,5,0,0.008576345443725587
88,fri_c1_500_5,2,kNN,Arithmetic-based Features,,0.7319761566425583,0.03805454149488232,0.1075308045586848,5,0,0.030718469619750978
89,vowel,3,kNN,Original Features,,0.8314344736107234,0.08598480512997567,0.16856552638927658,29,0,0.010971784591674805
89,vowel,3,kNN,Arithmetic-based Features,,0.747241151648994,0.1299644288350757,0.2264716591346172,29,0,0.3075766086578369
90,CPMP-2015-runtime-classification,1,kNN,Original Features,,0.21955472483435523,0.07757649856243179,0.3674632566410083,22,0,0.011369562149047852
90,CPMP-2015-runtime-classification,1,kNN,Arithmetic-based Features,,0.2366086609863606,0.06889694485174055,0.36769830902507494,22,0,2.8665340423583983
91,strikes,2,kNN,Original Features,,0.6211390744828724,0.17475106589098205,0.22116572896166875,6,0,0.021737432479858397
91,strikes,2,kNN,Arithmetic-based Features,,0.6266102730411724,0.12890493968520675,0.19820568227807023,6,0,0.05325922966003418
92,collins,2,kNN,Original Features,,0.135592375778592,0.01834551298867551,0.2349936637729338,19,0,0.011563634872436524
92,collins,2,kNN,Arithmetic-based Features,,0.12182081173435058,0.015241741118285643,0.24302860664323125,19,0,3.8483071327209473
93,qsar-biodeg,1,kNN,Original Features,,0.7901526400917847,0.06856305070367283,0.06605874208602303,41,0,0.023534393310546874
93,qsar-biodeg,1,kNN,Arithmetic-based Features,,0.7912656670086916,0.052829548510716695,0.06088364022427706,41,0,38.146996307373044
94,churn,1,kNN,Original Features,,0.5462234424602574,0.02170856242876817,0.09773912925697781,20,0,0.02613062858581543
94,churn,1,kNN,Arithmetic-based Features,,0.5393386545042735,0.017073161492329077,0.10354916898367872,20,0,13.817619132995606
95,ilpd-numeric,2,kNN,Original Features,,0.5565762935630527,0.05038210585693515,0.16993431232161027,10,0,0.015958690643310548
95,ilpd-numeric,2,kNN,Arithmetic-based Features,,0.5864945423206831,0.045946749377692025,0.14867934672994498,10,0,0.08337759971618652
96,baseball,1,kNN,Original Features,,0.5934402531873908,0.03157661367402384,0.11692097823328196,23,0,0.02094588279724121
96,baseball,1,kNN,Arithmetic-based Features,,0.5934402531873908,0.03157661367402384,0.11804398866953059,23,0,2.199316692352295
97,water-treatment,2,kNN,Original Features,,0.4916934578582496,0.038901344228988485,0.06696856068978396,36,0,0.017954683303833006
97,water-treatment,2,kNN,Arithmetic-based Features,,0.5870591297984914,0.05261246017840753,0.13113495971132128,36,0,22.52033934593201
98,hypothyroid,2,kNN,Original Features,,0.8007810560426682,0.03199172371892154,0.03180786747552844,76,0,0.02593264579772949
98,hypothyroid,2,kNN,Arithmetic-based Features,,0.8423431356842801,0.029028874207782326,0.05446727076516733,76,0,0.6584423065185547
99,cjs,3,kNN,Original Features,,0.22953319557964189,0.025364817148285257,0.2352088378697764,43,0,0.023535394668579103
99,cjs,3,kNN,Arithmetic-based Features,,0.26773360782572764,0.027180317907819523,0.1948329587940878,43,0,29.250984048843385
